,gt_len,model_len,obstacle_hit
27c2d735-0960-4670-9410-59e1a3c57d6c.pt,45.0,,
44e07758-1486-4d55-b8b8-e22e75e97159.pt,42.0,,
a6608e0c-de6e-4e07-96cf-217d5f8f13e0.pt,89.0,,
98769aa6-08ac-4688-9883-6a4ead7b0c91.pt,80.0,,
a3fe9cf4-d77c-415d-8a86-3d6829c256a9.pt,84.0,,
d32039db-230b-4d49-9016-52135983fb47.pt,69.0,,
78e4e229-3767-40eb-9e17-9422a9544846.pt,70.0,,
4040fb68-d191-4064-b23a-fbb54f0c2e9a.pt,80.0,,
128bc611-b885-4dc2-a20f-3fe3978c127a.pt,41.0,109.0,10.0
9f714f5c-9c57-4b7b-addd-02799c2f5396.pt,46.0,,
9369d02f-e91c-41f7-a8c9-cd1913cd5736.pt,111.0,,
e6b19e48-40e5-450d-95fb-ac83f2a978f0.pt,123.0,327.0,70.0
94b130a8-5f79-4b48-807e-bc3b6f505880.pt,80.0,,
06abf093-4df1-4a02-9926-94f942059908.pt,58.0,,
82ad9659-917a-4219-934f-d26244259057.pt,93.0,,
a03de1dd-3cd8-4872-b894-df03d91b8d31.pt,132.0,268.0,53.0
bf800c18-1434-473f-9f9e-1c8bdbaacd6d.pt,59.0,,
3ac9b64e-994d-4074-8d2a-27c52a570471.pt,74.0,,
f96101d1-170f-40c8-876b-b5b402d3e34e.pt,92.0,,
80067e7e-538e-423c-bfa4-ade3cca10930.pt,91.0,,
687afceb-f008-45ef-b004-3e95bccf5b3e.pt,37.0,94.0,32.0
42883e90-1c01-40eb-aa1b-9c952ef1850e.pt,104.0,,
5e96dbd5-cab6-4421-b838-76dd55b02e27.pt,113.0,,
85b6377f-0fa8-4d2c-8571-c2bfe45cf044.pt,112.0,,
385e8482-a91d-48e9-9b95-07a1bf82d2d3.pt,94.0,,
acfe160c-df96-45b0-bea5-45b0c2e6b4e7.pt,43.0,,
b237ad3e-ce25-4344-8ba7-cd7295dee24c.pt,44.0,,
79878df2-6b1b-49ec-997c-04dbc1856b18.pt,107.0,,
e43f5ca6-7b35-485e-a152-55b49a700f96.pt,92.0,,
4ea02d4b-19e9-4010-a1b1-97f85a2ef150.pt,95.0,461.0,33.0
b67283b6-f26b-4d05-a3f2-292679da7bba.pt,53.0,,
d7d05807-a949-4544-bfeb-3caa017fd7fb.pt,41.0,,
6a47e4d9-dd48-4308-a1e1-632e18435586.pt,65.0,284.0,3.0
4bf79d97-08b2-4cd7-887b-026bbf23ddcf.pt,81.0,,
97dc0d52-5e79-4574-8b36-e5384493b59f.pt,85.0,,
d225233f-f733-49ef-b9ea-404c5db2e6d5.pt,100.0,200.0,29.0
994d72c8-fc3e-49ee-a1bf-aecd9f690b25.pt,91.0,,
06bb4fcf-8d8c-4dab-b09b-f1eb4031d96f.pt,87.0,,
766743e6-ba13-4cbc-9b69-4d542bd9a55f.pt,81.0,,
714c31ef-1e1f-4eff-a2b5-34480e6a28e3.pt,99.0,,
90d67220-a5d6-48f1-a73b-0269cadc67e5.pt,95.0,,
f796f5bd-514e-4c5c-b17a-843166e75647.pt,66.0,,
5b4d4eb7-27bc-4575-bd39-ed3044655b5c.pt,53.0,,
818a3d47-97f5-407f-b7b9-8ed5dc797f41.pt,86.0,,
9cb7490b-0afc-4a5d-8f4c-a3f0996136c3.pt,134.0,,
d40f1744-a6cf-40c7-8499-35cf6e21ed8e.pt,85.0,,
b6072b46-5d2a-4b3c-b6ed-a04c6ce1f255.pt,63.0,,
c7e38dd8-3e4f-43e1-9025-48ce5d7b2b03.pt,88.0,,
b8a15c3c-ab9d-4808-80fe-a65521f5edbd.pt,110.0,208.0,32.0
ed3cb010-5bbb-41e3-bc7e-5cf4090d7dfa.pt,91.0,,
5ce06911-2f41-40dd-932b-67b1c21ee4af.pt,85.0,,
fadf87c7-af4d-4b0e-b42d-7a0fb40b07e7.pt,69.0,,
02c3f7ce-b890-4801-9623-e42d5a761670.pt,77.0,,
c0f552a0-5ebf-4f51-86a5-f1dacecfe8b5.pt,93.0,,
bcbccf12-f90d-4ded-90e5-5166b9272a16.pt,105.0,,
17be290c-8973-4683-be7e-ab87e671f871.pt,39.0,,
f8a0fc95-cfff-42ef-83fd-08da2d1f38d9.pt,93.0,,
0433b093-7b5d-4542-a08c-a46ef007096e.pt,133.0,520.0,192.0
d0ccb7d2-9ddf-47fd-8bc0-e4805814bfd0.pt,96.0,,
ece81e2d-3816-447e-935a-caca5ea1402b.pt,67.0,,
c8a02b2f-fc1e-45ea-809d-948b09c6f665.pt,150.0,,
53fd1c11-fdce-4c49-ad92-9e3c73a18f33.pt,96.0,,
8400fbf7-c065-4c41-87e7-1f6f686bd73b.pt,42.0,,
53bccc6a-afbb-4ada-a861-d3493fde8703.pt,89.0,,
cdcff6e5-5886-4128-bdb2-8fd76e9ec77d.pt,126.0,,
cb59722d-ba2e-46c8-af87-144d0913fb5b.pt,143.0,,
bd5124f1-e97b-4349-b0da-76833bd7ff52.pt,70.0,,
bd4a2f98-4823-431d-b13e-2698b31da767.pt,120.0,311.0,84.0
41f826be-e5ee-4150-a2d5-52818fb86b00.pt,38.0,,
74b5d242-489b-4ae3-8d91-7adbbd4d3982.pt,92.0,,
fb3ca1f1-5a9e-43ce-82bb-cc537b13f5ed.pt,78.0,,
ff6456c1-b966-4b21-9a68-36f06d671555.pt,96.0,313.0,84.0
3a2b2072-b4e1-4225-a4b3-5811e59edab7.pt,100.0,,
e5e13580-ba0e-4a95-af84-0cd2b7838fc8.pt,77.0,,
15e937ab-6599-45cb-be3a-fe2c2ebc6bcd.pt,58.0,,
213c9fda-f52e-48b9-82b2-773dfaeed3a3.pt,63.0,,
b1098ef8-e8ec-4ac1-b658-eefbc852f1e6.pt,55.0,,
42b82952-9426-4415-b0b3-4cca264ea5ac.pt,84.0,,
ea63f1e1-882b-4126-ba95-b91c176df37b.pt,122.0,,
57344949-7766-46a0-8f71-625aa73adb2b.pt,117.0,275.0,56.0
c3477fcd-df3a-40ef-90a7-7890e93a42cd.pt,54.0,,
4905ca5c-e461-411b-9e64-5c41024dcc78.pt,104.0,,
c21e37be-d3ab-4d4d-abf9-86c9400d7946.pt,90.0,475.0,112.0
1d06e29c-7647-4281-98bc-9a7ec4e1f220.pt,43.0,,
835fb018-1b34-4b79-b017-7998e83aba23.pt,47.0,348.0,64.0
c539d284-e172-495c-82f8-1b05c630fbb4.pt,42.0,,
14ebee1e-edd9-4511-b4c0-c8a7fcd8ef0c.pt,96.0,,
d6efe2db-f9fd-46a3-a8d6-e5c9a13715d7.pt,41.0,,
6676286f-a2fa-486b-969b-3740f32dc8ab.pt,66.0,,
4ff6181c-f100-423e-85cf-e2cf3010ad4e.pt,55.0,,
ee1e4cfd-c693-4362-8271-1b2cd44aa72a.pt,112.0,,
192ff92b-cd13-4bfd-ab96-70851eb9104a.pt,70.0,518.0,179.0
a5973333-ff58-4c1e-8004-f676f2aad957.pt,88.0,,
6818fcce-9a26-411d-8594-02efc79f4d60.pt,47.0,,
6653e399-c869-4260-bfa7-3cf11297e1c2.pt,131.0,190.0,77.0
bcbc20f3-4e35-4919-b09c-030c7c3b823c.pt,112.0,,
feddb929-597f-47d2-b7b1-d6d406df9d6f.pt,101.0,219.0,36.0
247d673a-9d5e-4f0c-899a-febba01b2404.pt,54.0,,
5e55f8dc-b78c-4c7d-91c3-f1643585ad92.pt,109.0,213.0,27.0
f825de0c-0d3e-4b4f-840f-f23834e0ead6.pt,93.0,,
bf6cea73-ad51-4884-b5f1-493c84cb5bc1.pt,79.0,393.0,99.0
93eb3824-df0a-4fbd-b5e6-c145091269d1.pt,44.0,,
f018abf8-df4f-4256-820d-354081a91fdb.pt,75.0,207.0,35.0
324177dd-73d2-4b6d-a0d8-7d5859479d71.pt,77.0,,
5342f63a-7d5e-4b19-bf8f-7967d31268f5.pt,65.0,,
2c929d36-5454-4ded-861c-48a3d491168b.pt,71.0,,
b0d1513e-8c83-4f56-bcbe-5f28b86d5755.pt,88.0,307.0,54.0
b092a400-7071-42a4-adfd-dc0329b4bacb.pt,96.0,667.0,98.0
cd2e5689-ebd8-480a-8a74-9f03c769f321.pt,187.0,260.0,114.0
07fe72f4-974f-414f-bee0-b75c28b15278.pt,102.0,,
ccb69e9e-988a-417e-bea0-ff7ff52238cc.pt,90.0,,
4741890d-740d-4d73-807f-87efff2b73b5.pt,43.0,,
5e530126-8a7d-4288-9aa4-f5ab1e1e2288.pt,123.0,202.0,48.0
f0e27c5d-1083-4614-bcfa-04d3eb169c47.pt,94.0,,
1d643e3f-93e1-415a-90e7-2a34efeb4468.pt,60.0,,
d8a05b9c-9430-4107-b3f0-84ef7b6a9e34.pt,66.0,,
31ce4ada-a65c-49cc-8a1a-476916b236cb.pt,143.0,,
f37b1792-bb9e-48ff-a0da-a4f734c5eb25.pt,43.0,,
7166dd5e-5c14-4775-a329-3d284daabcc2.pt,120.0,,
b2a6198c-f32c-4e31-b8fa-b3af47417f0e.pt,68.0,,
b2da1cde-6b72-4ae0-815a-8910d28bb584.pt,61.0,,
3b414a67-44ac-4e0d-81f3-6551a2956da6.pt,90.0,,
565e50f8-9248-4231-b369-4b54a9c2d157.pt,60.0,,
c00c1462-ce81-46ff-8392-4aab3b224949.pt,37.0,,
a3c193b1-4dd3-4d84-aa46-9177de83d683.pt,47.0,,
57f10d7a-28c0-4c4d-ab01-fe1c281508e4.pt,96.0,,
8c8f5345-b311-4aba-8236-c0c04c255dc1.pt,51.0,,
74e8c713-14de-4723-831e-d939477cc4d6.pt,119.0,,
b23587f8-711c-4e19-b873-62638fec2a68.pt,108.0,181.0,87.0
82f1770a-725a-4cf8-ae95-101f86bdf445.pt,66.0,,
a5b06ca2-63be-4e23-be5d-63180bcaae4d.pt,109.0,223.0,51.0
fd74ac64-5da3-44b6-a2c9-373b932c33fc.pt,109.0,,
4c4c6ea9-cfc8-4bb1-b18a-f5dd1f5f2074.pt,104.0,414.0,153.0
712036c9-cce9-49b9-abf4-a84a6cc3a167.pt,107.0,,
d7f1d284-89f3-40fe-89da-94b4e509b789.pt,82.0,,
beeb5001-c71b-46cd-b828-fe4d68b608a1.pt,103.0,,
d859e75f-65eb-4059-8309-693da754f28e.pt,109.0,322.0,84.0
2ef35a47-d056-4d91-8180-a7db1bf85db6.pt,103.0,287.0,100.0
52f30e9a-8b24-4952-ad06-f6dd95cd30d8.pt,26.0,,
16a66ad7-e00b-4246-a25f-43c7562b9fba.pt,66.0,,
1422eb0e-b9a3-4ffa-8a29-3ee30b8866d2.pt,78.0,,
1adbbb44-a484-46d2-be25-54eef5153d22.pt,76.0,181.0,15.0
0c5dd8c5-ce1a-49cd-aa69-b9a68c8b0f5f.pt,87.0,,
81be3b67-9390-499f-a46e-f4f3a87c7f2c.pt,98.0,,
ea8546a3-d104-481b-b8f1-6add6e47fe36.pt,53.0,,
089a108f-80ca-439d-811f-f9c2b29eae92.pt,78.0,,
bf6823ae-f83c-4956-a170-11e2179688d8.pt,65.0,,
48a63b02-2471-4107-80cf-84baeef0e40d.pt,98.0,217.0,33.0
7e53ea33-8481-4511-9498-0599734a1f09.pt,76.0,,
ef414c67-9795-40c8-9be7-1f99ea14e38c.pt,94.0,,
2a3ed451-f660-47d4-8bbe-c0a7f9c64b35.pt,98.0,,
8a89bbb1-aeb5-483c-981b-4548234825c6.pt,87.0,,
f28123d1-2862-488d-90f9-3c6b913a9e55.pt,108.0,415.0,42.0
c6818873-f6e9-4d2a-8b42-607b696ebdd0.pt,58.0,497.0,43.0
d500f3a0-4796-4123-8bcd-3bb82613edb6.pt,112.0,,
0add0be9-d56d-4a50-8dca-d73c3c503d87.pt,71.0,,
746d6f66-4a81-4b4e-93c8-cf6084e9723b.pt,113.0,193.0,8.0
e59e17d8-afff-4e80-a94d-45c5c5ca18ae.pt,80.0,,
0d33e665-4249-4a28-9ef0-3f00808f2334.pt,122.0,,
fe3a599e-23f1-447b-85bf-9bad0cbf4daf.pt,91.0,,
a275c59b-e6fc-4090-8d14-2eb723a168de.pt,72.0,,
0b9770bc-4bb9-4d79-b423-8948327a4fe4.pt,104.0,,
3ccf609c-0b36-4d5f-9f79-a19356348f66.pt,61.0,,
20b9a7aa-27e9-4714-a7cf-d616a74772a5.pt,91.0,,
05479dfa-cdba-4132-9567-f8f9bfc8c7dc.pt,118.0,365.0,52.0
68611782-21e2-4d06-9a45-6db5c248f486.pt,88.0,,
488db2c5-070e-4095-9224-4bdbeccec9d3.pt,76.0,,
95b03982-0953-4645-81e0-ebd51341a936.pt,89.0,,
29264fc5-cb47-4603-b231-8f73c5b75ecb.pt,115.0,,
fa15f1c7-988d-4e49-9580-a06916384e6b.pt,86.0,297.0,56.0
f456a927-8df1-470e-9245-ddbadd4ac2be.pt,50.0,,
666c22ff-0d20-48cd-bdf1-a0f49adb9d43.pt,106.0,387.0,80.0
921f0a08-0d30-4c76-bff8-e0d814e2a64c.pt,95.0,,
e30cbb1f-9dce-4d92-8b80-92099afd1489.pt,94.0,333.0,158.0
52db494c-1c6e-45fe-9df1-b3adfae25def.pt,65.0,,
523e2a55-f2e4-4b6c-b934-c0f587592d49.pt,82.0,,
067d109f-2a60-4f1d-a7c9-b353811b8fa6.pt,99.0,230.0,24.0
12798928-de2b-4084-a3fc-9eedb0c34ace.pt,69.0,,
cb418fee-93ed-48e9-809d-04145f34cc4c.pt,95.0,567.0,87.0
c243e1cc-4e5d-4534-a210-2ba111abb241.pt,102.0,527.0,197.0
8910055c-39c3-4079-bb3c-2872a5e98b32.pt,45.0,282.0,20.0
ee6cf7a1-1854-494f-a20f-37dcd0f797a2.pt,71.0,,
bdbd20b1-58a9-4a62-b784-b27d1eed4daa.pt,91.0,,
20daa324-9559-4992-966b-c31d3b8d53d8.pt,96.0,,
70b28d14-2360-4c23-b7aa-15e9bfacfcf0.pt,60.0,,
1bfaa641-6dd8-4c08-b341-f6b9fade3eb7.pt,87.0,,
04c701b5-b74c-4365-a695-fda1bf90bf3d.pt,94.0,,
eba44a99-8a99-4989-9163-6261c5b6db41.pt,77.0,,
a5c74925-daec-4ff0-83d4-782e69870828.pt,81.0,683.0,86.0
ee470a26-765f-4372-a15b-dc507ba3325c.pt,143.0,,
3e57d243-49b6-497b-b677-d809b4bccdc5.pt,75.0,,
b4a1ec41-3faf-4a61-8083-07821e6b86be.pt,92.0,,
3c1ef752-2fa0-4e0d-87b1-252118ad1fb3.pt,73.0,,
9c2575bf-feb7-482d-8dd1-e4faa0c9bd58.pt,96.0,,
35d0b58c-e7e7-4ff2-9cf4-691bd2c8e22f.pt,140.0,,
87bfd403-3d62-4205-bfaf-9965ce9fb408.pt,44.0,,
97f84ae3-db12-4307-b483-b98b9549691a.pt,85.0,,
689df313-8308-4b9d-b936-32de1918bd11.pt,99.0,269.0,111.0
5e3206c0-f6b9-4a44-93a0-9ae48648dcc4.pt,81.0,,
454c8641-8432-4790-a068-bce4de56bdbe.pt,136.0,,
561d4938-5d86-4469-b911-5d765f677f11.pt,106.0,,
ea504c42-c3bd-4e46-9cdb-8129c8ea1ca2.pt,95.0,,
9179d679-94c4-44b2-887f-22a87d1fbc2a.pt,80.0,,
d56d1a5c-199a-4331-82cd-339b29767282.pt,87.0,,
53ae3401-634e-4dbc-8c66-17072960c17c.pt,97.0,232.0,61.0
8c689ba2-7c5d-4e44-9889-08bc12cb9ad3.pt,77.0,,
05919e0a-72fc-41e3-8644-bc9b2cba1cb8.pt,107.0,391.0,84.0
aef2e9c9-f8b4-46b7-9011-50e5fe012caf.pt,73.0,,
ddde7c70-ca56-4d83-9b35-a4ea5647b9c5.pt,96.0,,
48050d89-56c3-4636-a33a-bb84705dddf6.pt,110.0,,
04270cd8-1551-4121-9899-25517a74daea.pt,34.0,,
80f5ebc6-978e-4003-b017-c30ad6691449.pt,82.0,220.0,3.0
2089cef9-095c-4372-a5f0-23eb6066d4b3.pt,30.0,,
2c576a7e-81ca-4f2c-936f-c96b2885fb95.pt,108.0,207.0,105.0
a2ba2c46-e9bc-493d-bdd6-e00084be6454.pt,71.0,,
233e9593-c64e-4b4a-a910-7b0e09747560.pt,67.0,,
76f5f7e4-2212-4cac-9d0f-c8c8a39a6fcc.pt,109.0,404.0,98.0
a238ae7d-6cdf-4f3c-8407-8b86b9c36f18.pt,136.0,,
c307f3db-02b6-434a-bcfd-a4fe4d85c121.pt,78.0,,
53840b80-8b4f-40f1-a681-cdbea78f27de.pt,105.0,,
6bd4edfe-4f13-4c8d-bf02-f90df3e20191.pt,98.0,202.0,36.0
c468a40e-0c2a-4e5b-bac9-d5c1770bbc8e.pt,105.0,,
cfda0c2f-d0a1-4dfa-9a16-eb6f1e474314.pt,92.0,,
5c358b68-dbb8-4946-bea3-3f840bde208a.pt,127.0,,
cd5a370c-6a6f-4a6b-bbac-6e7b1ac748a8.pt,77.0,,
2b2caa33-9448-47fd-9cc6-9225f07c3275.pt,96.0,,
266afc85-f4a9-43f0-8e0f-e60a3e775edd.pt,71.0,,
ee1ccf16-5657-45e0-83fb-18524f16ce84.pt,83.0,,
ec19f014-c5e4-459d-be45-c92da54c7ed8.pt,94.0,,
c6966e01-b65a-4642-a459-35576399ba02.pt,180.0,,
b6f889d1-61af-4e89-9b15-76c34b753816.pt,82.0,,
97c36bae-5bb3-4356-9b9f-d4cf31bbc9ae.pt,102.0,210.0,42.0
15aeee9c-f307-4a55-b8ee-b04ef655d35f.pt,72.0,,
391da034-1bf9-4400-bf5f-0825d3ea9dfc.pt,49.0,,
a97d565e-a6f5-49d3-b77b-eddfac1ebbea.pt,94.0,,
10f4ed70-ad6e-4ae3-a268-3cc191f1f417.pt,49.0,,
d2aa9331-6d81-4e1f-b562-db131c62e120.pt,92.0,,
8d442f1d-e3be-4f2a-9394-3bf5e7f8c7ec.pt,99.0,,
47a2a2fa-f526-4e8c-a84b-281225080741.pt,85.0,,
ddf0f323-e481-49ad-a210-d8bf89e4d40c.pt,128.0,,
ba0e9a92-1d86-47a1-b8af-084ee3fe2d80.pt,128.0,,
909704d4-ab7e-4c99-a653-173e0d540b47.pt,97.0,,
a025bd77-0aa2-4499-ade2-4930853aeb08.pt,86.0,446.0,98.0
1edf5213-9f20-42a4-8bdb-c81b1df669b4.pt,61.0,,
9368e700-4fc9-4543-8703-bd07daffd3fc.pt,62.0,,
b1213cf4-d2b6-41c0-91d3-61e891dfae58.pt,107.0,,
1e14f115-0ddc-4889-8be2-4a0f05f640b1.pt,110.0,227.0,68.0
4df4c773-e597-4ba7-b3d0-8d9a1913f7cc.pt,53.0,,
3bdd1bd0-43c7-4df9-a0c6-27ea38095700.pt,92.0,,
b405ea91-5936-469c-8444-ff276953754e.pt,86.0,333.0,54.0
f7d9cb99-8f77-4869-afdb-6652c77a47dd.pt,84.0,,
ddaed90c-9c2d-4c0e-b954-7ec0a0369998.pt,94.0,,
63635fab-aeb0-4043-833f-da67f0221b16.pt,47.0,,
cb4d82a2-5846-48c0-ae5f-03dd8d4e581c.pt,91.0,,
290f9dc3-f747-4e47-8b44-c523a6bee02f.pt,79.0,,
9793594a-51e3-45c1-9ea3-92749ecf2c27.pt,68.0,,
b0889cf7-5606-453d-b6a2-2c1b84bc57a6.pt,75.0,,
34c4a3b2-ef41-4d54-9fd5-90331af07a0e.pt,38.0,,
c60345d2-29f2-41d7-9055-c0dbd847e896.pt,71.0,1163.0,299.0
4ac6a150-7205-4be0-b34e-a2c2478c6ae4.pt,102.0,,
cf474f82-123b-4331-8429-5f2906d3cc45.pt,98.0,,
3ea6c688-93bd-46a0-9b64-783b57e855ea.pt,99.0,,
c7863b5a-ba53-4f31-b68e-8ddccb02cd65.pt,107.0,239.0,99.0
aa8b72c0-32d5-4f24-a1e2-bd08082a68b9.pt,114.0,,
03f06b05-7d89-4b94-bb93-e1f1d2fc3edc.pt,94.0,,
f521bdde-071c-4467-8b66-f6a31d468d35.pt,72.0,,
f08e1e04-9bc0-487c-a867-08fb69bc58d0.pt,50.0,,
5c8a482a-ee80-4ea1-9d0b-5049e3389588.pt,44.0,,
e44bce8e-989a-4b9c-91ff-bd1ff42a00a2.pt,38.0,,
869dedd4-2bcc-44b1-a3c6-a5b90bd1bdf3.pt,61.0,,
0306c34c-df9e-4afe-96c7-3ae39637d85b.pt,121.0,,
0f5bf8d6-5bc1-4b4c-8eed-20c94b4ae9a4.pt,103.0,,
b84abbc6-0972-4606-a6b6-b5ba8fefe0b1.pt,59.0,,
51f7b319-7869-48c4-bfa8-91b02f439d85.pt,135.0,360.0,49.0
d3966e8f-a633-4bda-94c5-145a29bb9cd9.pt,139.0,186.0,88.0
18a0c4b1-53f5-43b0-9e9b-d0978f6a43cf.pt,81.0,,
37f82956-5912-430e-8c01-bf0181dbe4c0.pt,81.0,,
3ce23d78-6fce-4069-96ed-b3e6aff0ace3.pt,56.0,,
9c9a3d11-e8ab-401b-84ef-5f90c73a6260.pt,112.0,234.0,93.0
e346fe41-194d-4009-922d-4786596e704e.pt,85.0,,
529e2016-ef62-45d5-bbd6-7a5b96a11b3b.pt,113.0,,
ec4fd96d-012f-43bd-b755-3871d67de0e6.pt,100.0,,
6eb4f064-978d-4d7d-9ec0-59d25b844ce7.pt,72.0,,
f5729c31-54d6-4413-9a7e-4e99287ac9f0.pt,79.0,,
d87d3213-d0f3-4702-9d5a-0df350fb6158.pt,118.0,,
19e6b83f-e61e-4def-a845-df9b75803f38.pt,133.0,,
0a8c4b58-d808-4eb7-97a6-cff9d8469d4a.pt,98.0,214.0,48.0
311eb3c0-a50c-44f4-8802-73892860bd2b.pt,127.0,279.0,82.0
a93231bf-7566-472d-ac2d-d4f396fdc7ea.pt,51.0,,
f7cafe34-c36c-4003-90c8-52fb5ccb116e.pt,71.0,,
a043dfc9-6d9e-4fc4-ba41-ba7c9da13099.pt,92.0,,
23182cab-a257-458b-ab73-b8873c64a097.pt,124.0,195.0,58.0
846c0ca9-5902-4ef9-ae2e-6d176645bc56.pt,83.0,,
3b4a9cde-3c4c-437e-8c66-9dc4e554d547.pt,95.0,,
44982d3e-941c-429f-b8cb-eac3d6b533aa.pt,84.0,350.0,101.0
1eb79509-c03c-4036-9ab6-8fe315f94589.pt,100.0,,
238eb07b-cddc-4a87-aef2-b7a7eb11d977.pt,43.0,,
27491316-0d6c-4bf0-884b-e7577db32276.pt,126.0,205.0,116.0
9a64e8ef-5935-4177-a7ed-9ea27e7cb5af.pt,91.0,,
2bee1078-8af7-4071-ac35-d627dbf824f1.pt,116.0,,
cd961c8f-0b41-4d10-be63-8d44b25b7c8a.pt,96.0,258.0,61.0
04e0de68-f681-4f94-a456-14fdcb36bc16.pt,32.0,,
7615a033-077b-4a10-a4e9-450bfa30e904.pt,82.0,,
d13b92f1-6436-4a43-820a-3b9ff80c900b.pt,115.0,,
ecaead2a-4859-4dbd-b5ab-55252967fcb2.pt,92.0,613.0,85.0
fbd2fca7-7147-4bb7-98cb-1881d5005b57.pt,65.0,,
17febec1-2175-4f87-9380-1d8066c76aa4.pt,110.0,200.0,47.0
92346cd7-0404-4826-92bc-52ef2b8b4baa.pt,136.0,,
7671186c-f3d3-4cdc-be2f-91432ef61492.pt,87.0,,
77c77dd6-4fd7-400a-9332-472dbee3e436.pt,94.0,402.0,98.0
272715c7-7304-4c88-81ec-d103556ad043.pt,73.0,,
12718604-30aa-4a25-af9b-2991698a8a48.pt,57.0,,
20dfcce4-a3f0-4f29-b1d2-ffc3d2516078.pt,101.0,242.0,61.0
18f3cf5d-70b5-472f-aa3d-8a113c9a439f.pt,101.0,169.0,16.0
b429bb98-8ab7-4af8-89b6-f7ac39f87616.pt,65.0,,
0bdcce29-9d27-49be-b5bb-d46f05a0c918.pt,44.0,,
8e186376-394f-4ef4-8891-d11226cc8cfd.pt,128.0,458.0,152.0
8b3671b9-cdce-431d-b311-14519a222587.pt,31.0,278.0,56.0
a85108ed-1de2-4128-a4ee-b95aa90e3dc2.pt,104.0,,
6d025765-ee8e-42bc-87cf-c65027f4aed1.pt,90.0,,
faf693c7-7b82-48af-8d2a-25aef8c505c6.pt,63.0,,
30e4a630-2af5-4fc8-9094-115baf87ec78.pt,63.0,,
52115ac7-eec5-4f9b-8eee-fa65c764dc0f.pt,98.0,,
23bf854e-8396-4b36-9184-55b05fe0bc6e.pt,131.0,,
f1633169-204f-42ec-9b3f-dad84c9f6cb9.pt,109.0,276.0,46.0
c6af9dfb-6085-4373-9270-c5c3871791db.pt,62.0,,
a19c348d-0dd7-407f-887a-092a8a466046.pt,59.0,,
bb4adb12-f329-49d6-959c-0653fe83796e.pt,93.0,,
46066253-139c-439e-bde8-559dc2b4efd7.pt,89.0,,
186af93b-d205-466a-b8c6-09647a64232e.pt,132.0,,
4c493208-34cb-448a-9f94-ca169fc6edc5.pt,68.0,,
bb140e30-a4bb-4b7f-ac50-8d34b660843f.pt,101.0,,
85abca1e-ee78-4f6e-83bd-de661a2981b2.pt,133.0,189.0,48.0
9401a789-82e4-4b84-b0fc-6c2bda76a613.pt,59.0,,
ad6c1302-15a9-4aa7-884b-9712f9f00da0.pt,89.0,,
99145363-c722-4fdd-9baf-7d6207c234d8.pt,81.0,,
7a1a0863-8513-4bf9-9041-326000e85028.pt,97.0,,
8620a3ae-6abe-4ebd-a13b-feb7fbc85aa3.pt,87.0,,
99d82464-cb29-4bf6-b1b4-cf154921c564.pt,67.0,,
19657989-4517-4fcb-b7a0-492d604eff3f.pt,135.0,382.0,101.0
7e6856ca-8a81-4b4a-83c2-acee6681a05e.pt,62.0,,
12c6a181-8f97-405d-b027-85b0ca43250e.pt,70.0,,
8f68adf1-8c95-47f2-949e-8d82fc483ecc.pt,107.0,,
26626775-0ca1-4485-b737-f89998dd2430.pt,81.0,,
e26a9d4c-cf36-4fbf-821a-94723f331eeb.pt,103.0,,
ecd4fa66-d2dd-40e7-947e-38500de7b6eb.pt,93.0,,
11604e5c-2ac8-4169-8a23-0d8e9928f229.pt,153.0,,
b1ac60fa-6086-4cfa-ace6-30c24e775b21.pt,64.0,492.0,78.0
59d5801c-9f5e-4c7f-bc56-24bd4dc1a193.pt,117.0,,
203c911c-fd0e-4976-b64e-40d9d829e0c8.pt,87.0,,
4badc2a4-c064-4d3c-9330-0bfe839cfff8.pt,61.0,412.0,48.0
2a352f0c-9b9b-4a64-bf53-9aee3ea4a77d.pt,101.0,315.0,70.0
cb0be763-f7cf-4925-8433-b5b37a7af7bb.pt,111.0,376.0,83.0
9fc2d105-ea6a-4537-a200-6410d0e8048e.pt,71.0,,
e00a6e52-4258-4f79-aaaf-ae060595fd4c.pt,81.0,,
3b56fb94-bd2a-4503-8e6d-2de0ca53c014.pt,97.0,389.0,143.0
c1b01462-3cf0-4771-ac25-01b16f93b589.pt,74.0,176.0,7.0
0f99096e-2696-44f7-9096-b92ae3f9d76b.pt,66.0,,
4564e91a-d68d-407e-bade-42aae065b280.pt,107.0,,
0141e983-9368-4826-8a2d-9025db50152c.pt,113.0,230.0,66.0
20bc14ba-17b1-481e-8ffc-c72c53d1e7fb.pt,78.0,,
17512936-ef2e-4581-a14b-652852a306c0.pt,68.0,,
921b6633-4ef0-40f1-ab00-ea5086b20a86.pt,97.0,483.0,256.0
831e695e-2801-419e-b0d3-25d65a36eda5.pt,90.0,,
550d221f-02c8-4a9c-906f-92b41f34b929.pt,110.0,209.0,68.0
5b7e3707-38f6-44a5-9a5c-82f7a111505e.pt,121.0,307.0,145.0
c20b1856-51a9-4f2f-bd9a-988c8474a362.pt,82.0,,
9464073a-2408-4951-be29-759bb78ddfbc.pt,180.0,1157.0,423.0
8cddac35-1c87-4cbc-9911-d408eed77a9a.pt,89.0,477.0,60.0
69cd0d73-83ad-4d64-9387-3c9328f3649f.pt,96.0,,
7b7ec4d4-3f1d-47ac-b8a0-57c3406e142f.pt,94.0,,
