,gt_len,model_len,obstacle_hit
43991b63-b5bd-4f9e-8177-becd8274a58e.pt,138.0,,
7579cf16-1af5-40c9-8c2e-f8ad8b8981e0.pt,102.0,,
f194efcf-e00a-4a9c-a0b9-89ca9ec1317f.pt,86.0,,
6003732b-09c6-4786-8e91-2dad999f8720.pt,105.0,,
19e9fde5-bbca-4ad1-8532-b10eb9e2ed36.pt,131.0,,
b22ccff2-8ea5-48ed-88ff-8df09eaedae6.pt,50.0,,
c921e44c-7c0b-4245-881f-228875c55323.pt,55.0,,
fd53d4f1-9a89-4a61-bcc8-ef91d121a53f.pt,41.0,,
1d05b2c9-877f-43bb-8bb5-9389a21dbf79.pt,31.0,,
b0569038-c82e-4418-bb3e-9cccbb754ffd.pt,84.0,,
ac32cbaa-2a6e-4d81-82f2-573289add3c4.pt,66.0,,
c63a451d-c03e-4ff6-a639-c30b98c9b686.pt,94.0,,
98909371-ce2c-4e2f-8c58-f93c2e676de8.pt,78.0,,
0e28b069-c943-43fe-a258-2be519ace0ed.pt,77.0,,
381f2dc3-44d3-447f-b0ea-54b291452ad4.pt,69.0,,
bd3de1c6-741c-43fd-8448-1c09331662eb.pt,94.0,,
621ef491-c715-4111-af8b-7a938b2b5fc6.pt,67.0,,
2486591f-828e-4ffd-8393-d8ef24bcfb91.pt,91.0,1038.0,196.0
71e334f0-2c67-4152-b37a-4d0a175ab06c.pt,101.0,451.0,60.0
a4fba63c-3bb6-450b-b1b3-5079846f03d9.pt,28.0,,
0d8292c2-f294-4d8e-9236-ce9532090c16.pt,88.0,,
53308c29-eeb7-4911-ae15-4991e4f221ca.pt,114.0,,
d062b87a-eea6-4ae9-ab66-d005cc10a6c7.pt,118.0,,
2833d6b9-7512-465c-957b-78786eb74e5c.pt,97.0,,
11b7dcfa-eafb-440c-9e3d-09f406d431a0.pt,102.0,,
afcf5174-9991-4b2a-b3c0-2bf8e23675f4.pt,81.0,,
6d14ae82-1ac6-4a6b-bf6a-5a30e8185b49.pt,57.0,,
758983a3-5f1c-41f5-aa48-e785f4bd89ae.pt,100.0,259.0,107.0
0fc53f1c-158f-42d6-a839-f0d1686df75b.pt,107.0,,
b5d760c5-acef-41b9-86f5-f03bde0f92ff.pt,109.0,,
6c398b16-a34c-4674-b4e6-04ff1e7f7c3d.pt,83.0,,
b1ea210c-6905-4824-a334-f7aec19bb6ab.pt,86.0,,
2867bbe9-c9a4-4ad0-a29a-be9d5fbad291.pt,78.0,,
0281a50d-b53f-4c7b-bdfd-35730c3e1e1d.pt,75.0,,
3ffc2141-e049-4833-9929-f810bcb6efcc.pt,80.0,,
ab9b3b9a-5dbe-4e46-a824-02dc31e8a10b.pt,115.0,,
94b5652f-857c-48c8-af58-8017ecf38c89.pt,41.0,89.0,48.0
b3934f8e-5f9a-4445-bb37-12f02168a36a.pt,90.0,445.0,140.0
37a3fcaf-4f16-4080-919e-9f9bdd351737.pt,78.0,,
7a942aef-51e0-4250-b9b3-3c4d11bbc243.pt,44.0,,
4655cae0-157f-4534-ab69-afec7d0b242e.pt,104.0,,
4e0e20b8-630c-4f00-8567-8ada1c3802bd.pt,60.0,,
00939b1f-8ef3-4ffb-86f5-b4a499e2e9de.pt,85.0,,
6794acf9-063d-4858-91e4-c1b4c6d643ba.pt,116.0,,
bd737fe9-28e2-4a6e-ad01-c0f0a149c476.pt,106.0,,
a64c33b3-66af-4951-814e-02f2c3c6a48b.pt,82.0,,
40e17be3-7b41-4afd-89ae-9b2d0e6e351f.pt,91.0,,
a8316dd2-0945-44b9-bfad-88d0ca5f0df4.pt,136.0,968.0,308.0
e5e3ad79-bd02-4302-a4bd-59695e840adf.pt,94.0,,
66fa4c80-6545-45bc-b46a-91fb0b43ea68.pt,117.0,173.0,54.0
98692669-dbc9-4804-a922-98f586b5c4e8.pt,84.0,,
2d30134e-690b-4332-abb0-b610c47722fb.pt,106.0,,
05b6dd2a-9f06-4644-99e6-63c5fa72178d.pt,28.0,,
329849de-a233-49d5-933f-6bb0971f7e3d.pt,64.0,,
3ea882fa-e165-4137-ba23-c2a7e15413e7.pt,32.0,,
bc250d9b-f8e6-4198-889b-3cfd59c5bb3e.pt,53.0,,
dca8145e-5b41-49a9-9f0b-3bf37bf665c3.pt,91.0,,
50120257-217a-4db2-852b-3bd07b4d9f4e.pt,109.0,277.0,78.0
beb23819-120c-473b-abe9-b162b64ff4b7.pt,107.0,343.0,113.0
e48e182a-f949-47af-aeeb-eee06f6c9381.pt,102.0,,
a7b45262-0c87-4457-b69d-4198bf75029d.pt,117.0,262.0,50.0
7700bce5-5adb-4423-9369-c58d9ebf27a9.pt,132.0,,
a48b18b9-7ac1-4311-b836-424c77394b77.pt,63.0,,
197c480f-3cb6-498a-8dcf-ba5c15d159f4.pt,89.0,,
b325dbd8-3df4-462d-9894-a4587435f9a7.pt,102.0,,
6fd97635-febe-4f35-a40e-66dcc5b1e2e7.pt,111.0,,
195b9d4c-beab-4bf6-9d79-7075550529dd.pt,91.0,186.0,39.0
26a18f6f-f913-47e7-8054-4865c57a58f6.pt,110.0,,
279973e7-b28a-429a-ab0e-6748a2407521.pt,95.0,,
4679778b-8087-4b51-b496-ae3ef9bf7df0.pt,88.0,,
02f2a7e9-9f32-4ffc-ba93-138c68ac5e85.pt,96.0,,
e7b401ad-1b8d-49d8-afcd-ec01d4f20e27.pt,122.0,219.0,87.0
975b9bc8-ccfb-4cbb-a9ae-e6ac1df17e64.pt,82.0,,
8207f4bf-5887-443e-9465-53cfb9ce0603.pt,126.0,195.0,80.0
4865b593-f1cd-48a2-901a-24da551708b4.pt,83.0,,
bc914add-677c-4f9a-ab8a-2f5825081d6d.pt,112.0,,
978ca337-2128-4709-a3d8-6621bb8761e7.pt,80.0,,
a86eeb8a-d0bf-4bac-88b9-c4b83dcb81a0.pt,182.0,307.0,146.0
e3906068-ee02-44e9-957c-041f5ca6df8b.pt,111.0,282.0,98.0
381b293a-5ee8-4b81-a7b2-3a19673aa355.pt,66.0,,
f0f4619d-804b-467c-ade1-4c4496ff180c.pt,65.0,,
468749b9-7cd7-4518-91a0-e266609e65ad.pt,101.0,,
5c7af2a9-ecc3-44ed-82b9-92a15f6a6c5a.pt,31.0,106.0,15.0
2787b6a8-bd14-4346-9cf5-b8c57059a170.pt,84.0,,
4be8cfee-63e3-4323-8f01-968d4101db94.pt,89.0,,
1d7746da-cfb9-4855-9944-8f534555e4e9.pt,58.0,,
5d3b257d-d87b-4375-9645-4ab12de6e73a.pt,112.0,,
9bd6f1b2-df07-43d8-abca-ec03f8fe8d2c.pt,94.0,,
aba8c584-2725-4105-8b19-1e0bd9e7c2a1.pt,41.0,,
ddf3ce11-7c23-4079-8d5f-93a5f4ceaeef.pt,111.0,,
4f424e3d-0281-48f0-bacc-e67b9515c034.pt,85.0,,
a234f380-52bb-4ac0-a80b-85e0cd9cb2ca.pt,53.0,,
2a2abc5b-f244-4e25-a817-650621c26b0f.pt,92.0,,
d77b5a43-4f05-44f4-aff7-cefe181f1462.pt,110.0,239.0,27.0
b7e5d6e3-abdd-45d8-acf2-578411a3d220.pt,96.0,,
a98d5b5a-e5a6-47e3-adb9-30829bee2817.pt,94.0,,
f08d96d4-b840-4a69-8415-293313b53aa2.pt,71.0,683.0,233.0
c88f564d-fec5-4eee-9a06-4c3293a98098.pt,114.0,,
23566c75-1f8e-478b-b0dd-1ae5cd8f4fae.pt,86.0,,
2500eb38-1a1f-444c-9ae6-d5ce7bee7c8d.pt,73.0,,
3c69b4fe-4414-4ac8-930f-3f8de12bbcda.pt,89.0,510.0,71.0
93ca4b82-db1c-4d9d-bcd1-7ed187ff1db3.pt,68.0,597.0,179.0
121a061e-97c7-43c7-bce3-0e14f9b4cb9b.pt,85.0,,
55d4b9ee-fa65-4d4a-94cf-3b9455aec0e9.pt,103.0,154.0,35.0
82af27ba-d5e4-4f75-850c-a7b63b1aac33.pt,99.0,396.0,115.0
6d7d34e0-7a00-4c7c-93d5-579d4d18a8c7.pt,108.0,,
51d08323-06f7-43ad-8bad-91933b82e3b6.pt,98.0,,
5c04f33a-14dc-460a-9c55-4a2477126095.pt,70.0,,
82e9e0bd-ba19-4448-b14d-e66c1de52dba.pt,79.0,,
eca502a5-b1f3-4bf4-8661-5dec267bd0f9.pt,136.0,,
d8eee417-d611-4f81-92e2-47d2bd743206.pt,99.0,189.0,32.0
607c754b-b062-455b-bbd1-c70b95a8eca6.pt,128.0,,
41fe5f67-7bc7-4436-9ab6-ce11286b2bc4.pt,93.0,,
4c39d52f-eaf4-4006-911e-4a34c1c843bc.pt,73.0,,
d5359d63-b77d-4dec-b526-ede91fb15e9e.pt,67.0,,
c38ca389-f673-4d84-94a8-ab343fb3d99c.pt,83.0,,
7f15907e-4673-42e7-ae6f-7878e3b62bc4.pt,86.0,,
618efb3a-8501-41d6-97ea-7a28a17b7fd0.pt,123.0,,
40f61c33-a399-4b1d-b4cf-93d907f8c0d1.pt,80.0,,
a7f71793-0991-41c1-8e87-a1dcfb00add0.pt,114.0,,
98cd8ba9-7d3f-4b32-87c3-d7fc2da29abe.pt,90.0,436.0,98.0
e16dea5b-1e62-418a-b7eb-b1a8da96f574.pt,74.0,324.0,81.0
fcb7995b-5be7-4d17-8e71-93bc6bd16d07.pt,70.0,,
f199009c-638b-4db7-b28d-0d8c95e2510b.pt,78.0,,
6076e1c9-09eb-4bd6-afb9-1ecd378bdee7.pt,82.0,,
55d95ba1-d3d3-469d-86a6-6606a458d381.pt,64.0,,
963704d0-c0b0-4244-8cb0-affc977ec376.pt,118.0,,
35ef86bc-4052-4505-ae22-e4da05809a3d.pt,113.0,,
48dda09a-5502-40b1-8b27-ea86db77de22.pt,87.0,,
4b3706fb-a54a-483c-a98f-f6f0e9a882ad.pt,92.0,,
e8ae39b7-fd42-469e-8e8e-b09de98de372.pt,94.0,,
660a76e0-40f7-47c0-8a6d-88a5f9522e80.pt,94.0,,
202ecdfa-63db-492f-8cdf-e846f7fb2809.pt,54.0,,
2febcbc0-8783-4fab-8e32-312426b4512a.pt,96.0,,
55d6757d-7d3d-4b2d-ac49-14d2be1f54ac.pt,95.0,,
e932b8c5-304e-488c-a8d1-140fc01ab2ef.pt,77.0,,
009789d8-89e9-4d5c-8a88-da7c7a509053.pt,60.0,,
da5275c4-9509-47d6-8c29-597db5fbe3f3.pt,84.0,,
efca9d86-2484-45a1-884b-01468a4bfcf1.pt,91.0,,
04b94022-16d8-473b-b59b-17786cfd8358.pt,97.0,467.0,105.0
cdffc09f-31ed-4053-b357-47d2e4af186a.pt,86.0,,
a7305de0-4bdb-4271-842d-6f45faf8ffef.pt,74.0,,
67b0fa34-1be9-4b1d-a810-358be4b5ff90.pt,87.0,,
26f21f9f-c51d-4399-8fe8-cf571c395cbf.pt,68.0,,
af5efb60-3dff-48b8-bf49-521547fcdbfe.pt,81.0,,
46dd791a-907a-49b6-8f79-0a2d46556c49.pt,45.0,,
b25a906b-0a38-4bc5-99af-d2fd358a1bf8.pt,143.0,552.0,185.0
8fbc35da-134a-444a-b70c-193e1b5e62c5.pt,87.0,,
f7c95724-14be-4277-8056-2f3b98105992.pt,116.0,,
a95d6531-a06d-491a-a427-f6873ec3b7a5.pt,67.0,,
e295118e-f0ce-4739-973e-47ed4ac71bbe.pt,30.0,,
12c38fe0-6b36-4a05-b7b9-0772412c4cb4.pt,113.0,270.0,71.0
89c4301b-7ee7-46db-95cd-e4c835dfc874.pt,105.0,,
e8dd75e3-8cab-459a-9e14-e5aacffa63da.pt,54.0,196.0,65.0
8fc7a26d-7ad7-4687-bfb0-cf4d5f399901.pt,88.0,509.0,74.0
80d5afe0-4960-4322-8f4a-3c1e6f05b86b.pt,93.0,,
4e2a9649-8a2c-42dd-b16f-cb5741c4e3a0.pt,81.0,,
29f72c27-d628-46c2-b77d-d41e957e2a4f.pt,103.0,,
7eeab244-0e04-41cb-b927-e8b911c886dc.pt,95.0,,
ba62f189-1728-4b13-bdc9-da27d6fb2ebb.pt,93.0,,
82774512-f2fb-4ad0-8b7f-031508d6dc18.pt,103.0,,
19012592-d03c-475c-b6dc-ac2eaa4b19e1.pt,68.0,,
efc63b2c-bb6a-44c2-ba11-fcd8cc77cbf1.pt,62.0,,
06f1f9db-37b8-47a6-bb2b-f4c50190b6d1.pt,55.0,,
fb6b30d0-b79a-4c17-b506-efe0e98fce83.pt,129.0,400.0,149.0
e210f400-0fd2-4e82-aade-485aeb0120a2.pt,48.0,,
93ac008c-70c1-48e4-80a4-60119e4b992f.pt,91.0,,
bb0185ce-e252-4762-94f3-b358af66be9a.pt,61.0,,
82094459-628f-4610-b8a8-9250299ed56b.pt,98.0,332.0,93.0
64611154-860e-41b3-9eba-7737d3d308c1.pt,100.0,,
1e1557ea-f3c7-43d0-b442-1b6a91926b29.pt,116.0,,
e514c3d0-e537-4955-83b2-365aa277e84e.pt,81.0,,
981c12ea-e57e-4e7a-a583-9459d11eb2d4.pt,92.0,,
0666b6e2-131b-4012-aaee-76bbcd738825.pt,83.0,174.0,43.0
48652a13-d5fe-4e2f-a07a-23920de62f2b.pt,84.0,611.0,49.0
0e1757a1-36d3-408a-8d39-e12ec366b63b.pt,104.0,532.0,111.0
e2fcf53d-1b4d-4d6e-aff5-e174f76cb2d4.pt,102.0,,
bd9071f4-650f-418a-be79-25b113c59022.pt,89.0,,
fd3af5ca-6bef-4e46-9aef-08684631af1f.pt,117.0,,
db305d73-0247-4e7e-aadf-814caa456a12.pt,64.0,,
6364b0cb-7ca9-4add-bc60-6b8e16f853da.pt,105.0,,
147cd7f9-e226-476e-92c7-091516d00478.pt,119.0,453.0,181.0
36716c82-328e-4ec4-b074-cdd9652abb12.pt,56.0,,
054249e3-71ba-4792-9d7c-05847ea3f662.pt,88.0,,
50ea5856-6e19-423f-90c5-8f80d95ab9b5.pt,146.0,182.0,62.0
f3106794-26bf-4dbc-bbc9-494d57999cd0.pt,59.0,,
a98fabbe-6ca0-4aa9-8280-c9daf2022785.pt,133.0,257.0,78.0
f3337252-413f-46d7-aeee-43a751e35826.pt,128.0,,
f3bf5ca8-ec1b-4e7d-8e17-da26e0f4bc18.pt,109.0,,
fb780658-b2d0-4df8-888d-dba9e54d7bce.pt,69.0,,
98df6107-a7dd-47e1-afed-29b46ebf63be.pt,103.0,,
e188d844-e5ca-46f7-b17a-80d5457549ad.pt,53.0,,
87b3184f-3abd-4b29-be03-8ab7e541bf03.pt,68.0,,
e63ecbbd-65dc-459c-a793-3ea90db2694c.pt,52.0,,
a84b2659-0395-41e2-88cf-50bddeecb63f.pt,68.0,,
4fa220cf-1a9d-40e9-9bcd-deec02ea8061.pt,97.0,,
0d997833-ed98-4843-a4ab-614fffd1e9e2.pt,81.0,,
7d06c27c-09ba-4398-a492-cf0c04fb1e18.pt,88.0,,
44465e47-188f-4b1a-9b10-99e85a78b7a1.pt,77.0,,
1a52dc3d-ed9f-42b7-89f2-f294015aad19.pt,97.0,,
e7b67af0-7a71-4de2-ac39-11aa72dadcd7.pt,100.0,,
9e950440-ed23-4ca4-9cdd-70585cdf2f87.pt,105.0,,
daa324d3-e03a-45f1-9c5b-451e59cf798a.pt,106.0,,
19e605ae-233a-435e-b093-d123dceac28c.pt,74.0,,
3a4c9ceb-6afc-4911-acbd-d3abf59f8836.pt,80.0,,
d2ef93a8-9ee8-4142-a272-48c53f233c96.pt,120.0,,
252c4fc1-e615-4f89-bd97-4c41b467f53c.pt,72.0,,
568c0281-2379-43f4-936c-bd6a0d9d32c0.pt,87.0,,
3b9f7558-8c5e-46b7-9968-3d554f2b7271.pt,88.0,,
afcaf72e-fbab-4b7d-9dab-9de3115c2b59.pt,108.0,,
d7b189d9-42e5-40b4-be9d-72737879600f.pt,90.0,,
d8c8d345-c939-41a6-8cfe-98e546345d6b.pt,83.0,,
66431f4e-a008-4a5d-a0d8-9ed774c87669.pt,62.0,,
5f54c547-e652-4b4f-9876-1ba297c32eda.pt,60.0,,
420e9ec9-dbfb-40df-95b6-b3ce941ed603.pt,73.0,,
5994fc93-355f-41ac-b310-494b3153d263.pt,85.0,,
76275d71-8655-4cc1-b42c-c896d7066443.pt,69.0,,
4f081e18-17f4-49de-ad5f-d096fb8f1c5c.pt,88.0,,
2de1d141-edd5-4fa5-b8fa-c9ae9af94d03.pt,103.0,,
a25c36d9-71cd-4878-a2e5-dc94a1999900.pt,56.0,,
130c6df6-12fd-4e6b-9e33-4466316f13c1.pt,70.0,,
d6eb567e-110e-46e2-91f1-0fad32b31bf3.pt,83.0,,
05a7726b-6498-4687-82d5-6be7aca30b4b.pt,106.0,,
85e008ef-eb74-43f7-8995-700011f5064c.pt,96.0,,
68552533-cbf2-439b-bf5f-d35620731438.pt,56.0,259.0,58.0
4a25fbd4-982c-446a-80c7-8a08f15bebe6.pt,139.0,,
284680bb-494e-4bb4-a87c-cc20774ade4f.pt,42.0,94.0,18.0
e501363e-218a-4004-8207-1d8b2a76150a.pt,81.0,,
8c0c2f48-9234-4b8a-bbca-26fd7f8301cc.pt,108.0,,
fc0d0a1d-5471-4c95-bd95-f4f81a735c1a.pt,55.0,,
fe390328-a4cf-4bf0-99c8-6b9d8e740b5f.pt,93.0,,
dc6133e1-559e-466d-afcb-f4db6137fa77.pt,79.0,,
9244178f-ab1e-436b-b11b-2dae4e505ea7.pt,130.0,279.0,108.0
0c88824d-9b91-46fb-a3cb-87a00a4948e0.pt,91.0,,
44d51634-b451-4445-a021-05a9999ec662.pt,36.0,,
91e01b4a-72d8-49c8-a4dc-07675f00a79d.pt,51.0,,
85a79301-048e-477a-9968-a7921420de64.pt,79.0,,
7aa5bf1c-4e22-435f-ab9e-512ceac64231.pt,77.0,,
96f715c0-ae8a-4be8-b2fd-1ec2b9a28f89.pt,113.0,,
940f9c7c-af60-415a-bb91-748a69959fdc.pt,78.0,,
9da8bebb-953c-45b1-9e1c-f7e62611cd43.pt,66.0,,
848bb80d-f44b-4286-a96c-16473b0a7050.pt,103.0,238.0,76.0
6798c93d-0de3-4759-ad76-d8610e2a8f32.pt,84.0,638.0,219.0
fc260b1f-4cb7-4ed1-9825-06bd3b25f4b0.pt,82.0,,
19188618-60e8-412c-acc0-4c6cb58b0cb3.pt,69.0,,
8d3e91ec-edfb-45e1-80d7-54033f9e4f99.pt,112.0,222.0,66.0
0a332c02-0cc3-43b4-86a0-bae221ab0260.pt,98.0,,
bd2e710b-963b-49af-80a6-7e68b864a60f.pt,46.0,,
d352452e-f7fd-4dd9-bb96-dcfbc3119ea0.pt,139.0,,
387a9275-4bf3-4cfd-af11-fa8ce37105a2.pt,103.0,411.0,82.0
54353061-35c2-40dc-ac27-a316a2250ea0.pt,106.0,322.0,57.0
f0118a76-31b1-4fea-bfce-90083b2a82de.pt,101.0,,
ccca734d-81d0-4f8a-b931-6e63f9b62079.pt,73.0,,
0ffcd8a1-e52f-4c97-97c4-4069f50c036f.pt,71.0,,
cc7ff396-fb1d-4470-8612-dd98d803e800.pt,104.0,,
ffa32126-c2bd-4eea-89ff-030ec38c569c.pt,100.0,295.0,75.0
dbbe9bbe-e878-4b97-b737-1f2627d327fb.pt,29.0,33.0,3.0
9e163f4b-9ac8-4c5f-9778-b53bc13a7c6d.pt,88.0,,
7366ee3c-12fb-4d1b-bda6-3391c3b3631d.pt,54.0,,
10bf4854-b76d-460f-a249-aa7928c19cd9.pt,65.0,,
2d28370b-af8a-4c2e-8ef5-2939cffdf1fa.pt,88.0,281.0,85.0
50f75cc9-7dd0-4ad6-a975-c4bade3888a0.pt,43.0,,
b22bb85c-52bf-492d-88cc-85181ea8a357.pt,48.0,,
644bd1bb-ef83-4cd5-8d77-30c1143606db.pt,73.0,,
3eb83281-4efc-4f53-af9f-157ec294b2c5.pt,55.0,,
20e58636-523a-4c16-b3d8-9b725090802e.pt,87.0,,
d9b4fb85-8674-4c74-9744-7361b663e504.pt,94.0,550.0,56.0
fb5f40c7-2c41-414c-9d4a-37813d44ece2.pt,84.0,,
de2593ab-8260-47dc-a029-b7e0f8c8934a.pt,101.0,242.0,91.0
84de1b89-8dd9-4417-90bb-2a907c3205bc.pt,34.0,,
bb36299c-4b3a-4139-8cc8-bdebd74886ff.pt,204.0,,
cda2e495-f611-4414-b647-2cf380e6ff2d.pt,69.0,,
dc6b5384-dba9-48df-b9b2-444d83d57b15.pt,59.0,,
71bb494f-e212-4992-92ca-3fb21745bf05.pt,108.0,230.0,50.0
eab8aad2-6a41-4fd9-8e04-1d29f2e2459c.pt,70.0,,
5bb56641-0e8d-46e9-9533-bfccdafdd1d1.pt,47.0,,
cb00f161-df01-4454-9408-754b3e289769.pt,116.0,172.0,48.0
2f28736a-4395-4138-8c32-cab1977b439b.pt,100.0,,
6cd7903d-2ac5-4f1a-b2d5-29302b71d14d.pt,52.0,,
dc7cb987-e471-4d9b-b684-f404976d2701.pt,131.0,240.0,62.0
db161013-12cd-420e-a3c6-54ce603e30dc.pt,57.0,,
1e020fb7-bf9c-449d-ab7f-b4a16465d273.pt,83.0,,
2b77a53d-8cb5-46b2-b054-2d666ede16c1.pt,88.0,323.0,131.0
3752edbb-1be4-41f7-99a7-b20e7a618c33.pt,107.0,,
20ad060b-b745-4000-896f-04606a8aecc8.pt,105.0,,
64cd8c37-5908-4565-853e-7b7300b3c63f.pt,112.0,,
2948f7af-d3d6-43d2-8c8f-fb2810a83782.pt,110.0,,
4ec43ea2-e1cf-4db4-8f0c-c0e923fe0363.pt,119.0,,
0c67df40-91ae-4e13-80f8-66fe76e6bfb0.pt,46.0,,
a6b0cb02-b760-4375-bd6d-152c734bee92.pt,39.0,,
66dac04b-5ddd-48eb-a0f4-5bb6a1b4b003.pt,83.0,,
70ff868c-89d2-4e09-935f-a4d8df2b58fe.pt,85.0,,
1fcff107-3c2a-4821-80a4-7a47fe32f4ea.pt,126.0,,
c4adce3c-4bcd-48fe-99a7-53daae7de356.pt,98.0,,
f703d5c9-262a-40de-bc1d-0fa193b15d3f.pt,121.0,198.0,39.0
257e7af4-7c35-46d3-b870-e6601adc5c08.pt,106.0,,
df174d1e-2db7-42f8-95ae-d0dc6162487b.pt,105.0,,
5a5bd61c-7b1a-47b7-9415-8c5f9864d6ba.pt,92.0,,
999d51bb-25e9-49da-8d04-044d51a6ed59.pt,100.0,,
61c0a34f-5b6b-40ad-bc4d-79879e2868fc.pt,94.0,,
c9fb1217-e4b1-4f2b-b4ef-362e777923b0.pt,67.0,,
682d86a1-faee-4730-900b-d1e6c862de3f.pt,106.0,,
eb0540cd-ffe4-433b-8c10-433896b3c4a5.pt,119.0,,
b61c7885-3e36-4160-8aa1-0bb3a876a59a.pt,115.0,,
a89d1581-8d75-46f1-afa5-b00f1316fdfb.pt,112.0,,
a3033726-531a-4699-a116-5fce6667fbc8.pt,92.0,,
565545db-7cdc-4340-8919-836e0153fd93.pt,76.0,,
182b7385-412d-40d7-9d2a-001e615aa975.pt,38.0,,
1473289d-1e11-4aa8-a491-5446e5b452c7.pt,152.0,171.0,68.0
b10102e1-693b-4ab9-983a-858f69e107c9.pt,80.0,,
6d9714d9-6ad6-4bd9-b552-7de8c8781f30.pt,64.0,,
14b0d8f6-b617-4b0c-bd99-3b153b8f22ff.pt,104.0,,
563e481c-fcae-467c-b651-0dfe1e344308.pt,92.0,,
22317ab3-380a-4a60-a62b-51b1ac27c831.pt,82.0,,
01b6dd8a-f5b8-49df-b243-b7a488d0dfc2.pt,100.0,,
696f0bba-c003-45e0-9b54-fc8dde200b6d.pt,58.0,,
8177c90c-afcb-48af-b67c-3713cd24ac28.pt,86.0,,
9bf6b93c-cfc6-41ba-ad54-8d0dc42cbabd.pt,102.0,,
3cf3e4bd-c563-44d7-a883-0995e81f0052.pt,104.0,239.0,50.0
c84fbb30-5e97-4251-aeec-45856117acf3.pt,56.0,,
50ad1441-48de-4a5d-91eb-00107b24bca5.pt,85.0,,
8e54877f-536c-47d7-a71c-572791aaaf34.pt,53.0,,
5b7bc941-2234-4f10-90d6-2a18971e6d0a.pt,73.0,,
eb816ae2-e050-4e24-a2f1-c70cd5aa819d.pt,85.0,,
7da4ed69-b133-4d2b-a6ac-e97957c9b058.pt,62.0,,
20e6859d-d6a4-4d7e-9249-6880be90cfb5.pt,83.0,,
c7e0bb3f-2ed5-488e-969d-739c86a90a43.pt,78.0,616.0,56.0
847b27b8-fc26-4234-91b3-f067b564cfea.pt,50.0,,
790cb835-0bad-491b-9be3-93917ba9b516.pt,40.0,152.0,39.0
576241af-b30e-454d-a45a-02a2155d6b1d.pt,135.0,,
5fa3ab9c-ad53-49ef-b376-8fc673d8533b.pt,83.0,,
a69317f2-a686-460e-b788-bb412ec9898c.pt,44.0,,
8a4060ae-ea4f-4364-82f6-8acc400e3c18.pt,117.0,152.0,61.0
76f3ba9a-021e-4438-8560-89594270856d.pt,114.0,326.0,99.0
b5a19478-d13e-4d0b-9565-6db7a38aa3a7.pt,70.0,,
09064fc6-48ba-4e72-97b4-c7201c379ad6.pt,102.0,,
bc2388e0-f4f4-472f-9dfd-021b428111f4.pt,51.0,,
01932bfc-2db3-450f-93ba-fcfaef23d9af.pt,86.0,,
5c30d826-6c40-4092-a3ef-e23ba7401938.pt,51.0,,
6103e3fe-7a5e-41fa-858a-5c73d75e4684.pt,67.0,,
3e34f686-5c4b-465a-af28-86ee885ac356.pt,102.0,,
cc0b1ad5-6316-4170-86ce-9800a02f11e8.pt,96.0,,
b66a9bf2-4848-46b9-b375-5183d7f2acf3.pt,111.0,189.0,35.0
3b27ebc6-c733-42da-a4e8-5594a46f4359.pt,116.0,,
b294b45c-a50d-49f1-96d1-05f8cb5ad692.pt,132.0,,
1571bcf5-9123-459d-8863-381f5230ec15.pt,92.0,,
74c6bee9-b502-475f-aa6a-e03ad69d17d3.pt,96.0,485.0,158.0
012f94c0-6ff6-468a-84c4-df24a146a8b9.pt,124.0,270.0,108.0
bb78faac-077a-4703-8adc-824c55f638de.pt,108.0,,
bd22360f-8ff4-4a1e-8a7b-ee86d8011bd9.pt,83.0,,
cb0f494e-a385-4504-8ddb-a2e65ef4ce29.pt,52.0,,
fa264bc4-4b9a-45a7-aaac-5cbee4c4ce4f.pt,36.0,,
d67ac980-f2e5-41f9-a240-cef0f9d2d56b.pt,103.0,,
10c80f41-0a49-43a7-91da-9a7fdd9fd558.pt,81.0,,
9864aa7d-f0bd-4976-9efd-217147f19e7d.pt,112.0,,
dd2ae15a-b35a-4a45-b641-27bd81b09132.pt,105.0,,
88ce5d5d-8846-49f1-8b56-b1e44d5e1a90.pt,88.0,,
30315a85-9db7-4020-a214-17959cf5dc29.pt,82.0,,
a8837f31-d0de-4bf0-a77c-c0a347443ba5.pt,50.0,,
646d696e-909c-47a6-8a65-581c0b5a0a56.pt,92.0,,
87bb4747-9fbf-4509-9a88-9d9b60eef3de.pt,93.0,589.0,105.0
212122c2-bc25-48cf-9139-6d0f6779d722.pt,121.0,215.0,61.0
6adbf348-ed04-42d2-a92d-b2d7762c24e7.pt,107.0,,
b010eb2c-1651-442b-b1f0-6e2b93e55e1e.pt,74.0,,
b8df52eb-3e68-4749-a338-0b5d70f71287.pt,64.0,,
65f5444d-e0ba-4254-ae35-606c3d5f2ab9.pt,96.0,,
85b592db-44a0-4253-82e4-090aede1c5a2.pt,90.0,,
6c0abecb-1503-4580-80ca-53d0a157d97e.pt,110.0,,
946dc4f0-d276-4a49-8606-3c1670707f83.pt,98.0,,
c6787ff0-dd90-4660-aada-42686dcb2044.pt,96.0,,
96b97056-3e74-4d90-9296-cf2c79e8b89c.pt,93.0,,
02782d68-af9a-451e-90ae-2800fe29a805.pt,102.0,,
d4241297-ea4a-4d9e-8de5-28806dd1de51.pt,101.0,,
05209780-4632-428f-a1c2-65468d046875.pt,124.0,,
28526b2e-cfc9-430f-8b9d-7c33d8788ce9.pt,47.0,,
